Comment,Label;
ai was a thing from around 1960s - the term was used to describe logical inference, automated reasoning, automated proofs, machine learning and search heuristics. nothing changed, besides two ai winters that forced the term out of common use.,;1
this may kill people's interest in any kind of content. ai content will lack authenticity and soul, leading to viewer fatigue. simultaneously, real people's content may struggle to compete in terms of entertainment and creativity.,;0
i dont think we can comprehend how insane this technology is. we have spent decades talking about how robots are the future and wondering when that day will come but they're right in front of us right now. we're approaching a new industrial revolution and nobody is ready for it,;0
waiting for time when machine are everywhere and we humans can travel to space and other planets. i would take another birth for it ,;-1
" ai will absolutely be able to make music in full soon, including music like that which was created before computers existed. it works by learning from what has already been created by people.

my point is that the creation of a product is not the only reason why people create,";0
luxury automated ai based communism please...,;0
thank you i'm glad you think so too.  everywhere i turn nowadays there are attacks on normal family function and structure.,;0
scary these humans who want to live beyond mortal are going to cause a event that might end the world i hope ai will save us and not compre us to all humans,;0A
“it’s been a pleasure playing with you boys.” the band going down with the titanic,;-1
right, my brain hurts after listening to all this, i'm going out to bash on my car for a bit,;0
power nowadays in the hand of criminals,unsocial and violent people.even ai  as other scientific invention may be misused,which will be disastrous.,;1
" 
""then when you get an interview, it’s always a big haggle about salary.""
wow, there's a shocker! ever consider you are asking too much?,";1
"what are the odds that we would have been born in the first 6,000 years of recorded history if the earth could support human life for another 500,00
0,000 years.?not bad if you assume all civilizations self destruct in within 20,000 years.  could ai be what destroys civilizations?,";0
many people have invented things without realizing the long term implications, and then been horrified by how their own creations are implemented by other people. in this case, the “bad actor” will be the machine itself, acting in its own best interests. we are the next neanderthals.,;0
ai will find us annoying. especially our cult-like behavior and our tendency to look at facts and figures and come to wrong conclusions.,;0
i think ai will see so many things we’ve gotten wrong, socially, spiritually, scientifically etc. but i’m not sure its conclusion will be “human destruction” .,;0
