,Comment,Label
1235,"never watched 2001 space odyssey cause it loooks like a bore but i do remember and watching clips of the main villain being an ai computer machine thing.

ai defintely scares me a bit at least. we should not become more lazy and let a machine control us. fuck that bro.",0
1236,"joe rogan apologists & shill for ""airports in civil war"" trump. way to go rogan. get your facts right before you make false claims. you have a responsibility.",2
1237,wowwwwwwww sooooo cleverrrrr,2
1238,asimove has some great one liners.,2
1239,i now know why mark zuckerberg is in the process of building a very large doomsday bunker in hawaii.,2
1240,"""you can make viruses...""  i'm 55. nobody wants to grow old and die.......and i'm at the head of the queue on that one. however, i really, really wouldn't want to be born today. the future is looking incredibly fucked up on so, so many levels.",0
1241,"absolute horse shit, all doom and gloom with ai with all of these guys. what about all the good it could do. the only reason they don’t want us using it because we will use it to find better ways to do things; doesn’t fit big corporate business bodies.",0
1242,now we know why  the fascist/biden administration is writing executive orders to control all ai,2
1243,wow!,2
1244,"guest: here's something absolutely incredible. 
joe rogan: yah my wife says siri can read your mind jaime pull that up.",2
1245,the scariest part is how ai is being programmed by progressive liberals.,2
1246,just listened to this and would love to see peter josph in the conversation!,2
1247,"normie, ""was 2020 a fraudulent election?  chatgpt, ""yes, 2020 was the most fraudulent election done by fascists traitors ever"".  liberals, ""shut down the truth now!""",0
1248,joe will eventually replace jamie with ai,2
1249,joes got deepfake ai vids of himself talking nonsense all over the place!! terrible ,0
1250,yea man and im not old. shit scares me fr along w all the other evil thats going on in the world. brutha imagine if ai gets a hold of open source programs and changes its code to team up and spread through the internet and start manipulating and gathering. hell this comment is being downloaded right now. gg. not gunna slow down.,0
1251,"i think ai will see so many things we’ve gotten wrong, socially, spiritually, scientifically etc. but i’m not sure its conclusion will be “human destruction” .",2
1252,"scientists: describe scenario which ai deceived people 

joe rogan: 

also joe rogan: describes basic feature for siri

joe rogan: is that real!?",0
1253,i have read that ai's response to the israel/ palestine conflict resulted in a very scary response that worried many of the programmers.,2
1254,and here i thought in 1990s skynet and terminator wouldn't ever happen....one day ai will be self aware. greeeat. i dont care to live wastelander 3 in real life.,2
1255,luddites everywhere . they really tried to shutdown openai .,2
1256,"what capabilities? 
you turn off it and thats game over.
without ethernet cable cant even think because informations are online
ai my cock",0
1257,i robot will smith isnt a lie. lol ive always said that. great . . here we go.,2
1258,"after listening to this, i really don't want a nerfed ai. if i ask a question, i understand that it is drawing from a certain body of knowledge, and i want a straight answer absent some human a-hole playing god behind the scenes.",2
1259,ai is so dangerous like just unplug it what the fuck ,0
1260,2:50 your friend whose name you don't actually know. cool.,2
1261,unless ai is completely neutered and borderline useless there will always be tricks.,0
1262,very poor. what hope have we when the tech analysis is poor.were dealing with ai and on comes a biscuit tin telling you its dangers.,0
1263,"capitalism plays a crucial role in this context, and i'm grateful for it. the advent of ai promises to solve many problems, which is an exciting prospect. of course, like everything else, it comes with its own set of challenges, but the potential benefits are immense",2
1264,isreal is using ai...not hamas,2
1265,"thank you joe rogan for hosting this, and superb questions asked to aza & tristan, ceos of the center for humane technology. 
huge props for sharing with us. what we do next in on all of us, ",2
1266,i'm a dehumanised human one of the surpluses to authorities however i couldn't clear as a non human it's hysterical cathartic artificial is more human than me already sxx bravo juliett,2
