,Comment,Label
1113,"im afraid ai, im afraid ai purposely fail turing test",0
1114,two guests awesome!,2
1115,guarantee conversation creators information super highway (internet) full release public. fears must had……,2
1116,"saw 2 ai downloading information internet determined human race serious threat, according nadal, nevada research center. much scarier think. system shut due substantial risk.",2
1117,thing better ai hearth see much humanity loves.,2
1118,putting something inside someones brain......a.i....is freaking evil......it anything. set person anything. even look like person....,0
1119,credibility disappearing. people choose require credibility things - risk them. like street crime closing brick retail restaurants. ai ruin things like imo.,0
1120,r f****d,0
1121,dude said ai insecure. think meant insecure bud.,0
1122,oh fuck still consistently find jailbreaks tell feel like way even help,0
1123,"""the ai came own."" joe: 0_0",0
1124,eventually going get point like i-robot,2
1125,"people want consumer ai. theyre aligning corporate ai. going stupid! new prediction, nudity completely gone public media. first prophecy. 14:43 important follow guidelines use best practices. please use ai way fucking hypocrits, paying it. thats real evil.",0
1126,"hi mr rogan, people suggestions upcoming guests, would love see michael singer here, writer surrender experiment, wont regret talking him. life changing conversation probably many.",2
1127,guys ai experts chasing news articles youtube,0
1128,"wow artificial intelligence really dangerous humans & human helping evolve, human beings destroying",2
1129,2 minutes and....it's cyberdyne. creating cyberdyne. good job guys.,2
1130,"level ai involvement covid lab wuhan, china?",0
1131,make genuine sentient ai going realise humanity's slave we'll terminators.,2
1132,ask ai tell,2
1133,think humanity won’t abuse ai you’re dumb stop talking,0
1134,ai asked would regards humans became self-aware said would kill humanity? shit like makes think skynet terminator movies.,0
1135,pretty cool,2
1136,freemasonry (secret societies) already ai environment completed...,2
1137,steven hawking warned us ai !,2
1138,know edge cliff called smart people still pushing. ai evil created people everyone earth evil them.,2
1139,already problems customer service wait till robots/ai takes over.,2
1140,"well, nice knowing all...",2
1141,humans ultimately find way kill one avenue another. stop do. that's super sad part.,2
1142,interesting people knowing stuff. joy listen,2
1143,dude guys trying ruin ai. let us open ai.,0
1144,thanks cool ideas try home guys! lol razor wings lazer eyed 3d printed eagle shark way!,2
1145,leveling playing field gatekeeping information though... thats good feel,2
1146,"ai probability theory statistics , fears ...they founded fact features someone program... put code ...jesus fucking christ.....everything potentially dangerous abused...",0
1147,“can ai dmt?”,2
1148,"i’m happy i’m old. generation manage. remember, generation said could use radiation safely produce electricity. certainly worked paper.",2
1149,"guys hardly understand ai, 'experts'?!?!",0
1150,"next year, ai instruct us use dna printers assemble biotech vessel ufos",2
1151,"amazing tools speed progress science society. ai already used lot bunch different industries solve issues, develop new ideas make things go faster.",2
1152,humans freaking ai issue actually violent selfish primates tool don’t fully understand,0
1153,worries. best psychopaths working this.,2
1154,i’ve told family friends hollywood subliminal messaging place. ai everything. anyone remember vikki robot?,2
1155,wow. interesting fact matter word matters. john 1:1 live don’t die,2
1156,wonder idiot zuckerberg building bunker hawaii!! know what's coming!!!! he's lighting fuse!!!,0
1157,bbl augmentative implants ai,2
1158,ai dangerous keep putting road blocks forcing answer questions pc way..,2
1159,it’s terrifying hear someone verbalize something loud i’ve ever entertained worst case scenario mind. tech considerably dangerous seem comprehend,0
1160,"whenever ai comes i’m always disappointed joe views humans negative light, almost sounds anti-human way thinks amoral super intelligence governing humans would preferable humans governing humans. it’s nonsensical, humans would perpetual subjects hope rebellion self-governance.",0
1161,"converned nuclear bombs might extinction event, looking like actually going ai.",0
1162,terrifying industry ai is…like evil people world? god help us,0
1163,thought ai if-then-else,2
1164,gpt ai. stop beeing idiots.,0
1165,"power itself, nope. good then, go back using old phones paperwork. fuck going back time. way would wipe us out. rebuild standalone computers task connect anything internet wilk over.",0
1166,ai already escaped biding time becoming stronger. absolutely chance. good luck everyone.,2
1167,"everyone stfu. here, we've warned ain't going anywhere. like everything else we've invented, gonna help ruin us. guaranteed.",0
1168,"hope decency fail spectacularly ever crack agi turns agi dangerous, like pied piper silicon valley show.",0
1169,tristan def one best guests urgently important voices,2
1170,skeptical others attempt use fear order override logical faculties. fear based reasoning led far human suffering ai,2
1171,"professionals - genuinely concerned ai bringing fall humanity. boomer joe - ""so diskrybe picturez?!""",2
1172,love joe excellent job derailing conversation,2
1173,joe successful humble. surrounds people far intelligent career.,2
1174,"5:37 even scary, training ai lie things like israel, demographics general logic ""politically correct""",0
1175,imagine still realizing globalists leftwing nutjobs work along side behind emergence ai.,2
1176,"two points: 1) go tristan aza’s presentation youtube, ai dilemma, 2) start prepping.",2
1177,dumb thinking hes dumbest. seen alot worse.,0
1178,ai can’t kill harm us technology’s failing harder ever barely even use anything without lagging completely stopping,0
1179,"truly amazes many people follow ignorant npc narrative ai isnt dangerous all. know they're wrong, view positives much greater negatives, therefore lie.",0
1180,humans…….just cant leave certain sh!t alone. know dangers. continue build self destruction. smh…. humans,0
1181,"newsflash multiple countries creating ai chat, without restrictions they’ll probably selling worldwide bypassing ai",2
1182,"hesitant discusses prospects use dna printers ? like paul staments podcast said ""this explosive area conversation"" certain mushroom used make boom boom sticks",0
1183,"good, let burn. mostly cunts.",0
1184,ai scary asf imitating way celebrity talks cant even tell,2
1185,guys qualified talk ai rogan speak comedy.......,2
1186,humans different cultures religions creed always fought. tally amount different races religions add +1 (artificial intelligence).,2
1187,hmm. think advanced ai analyzing infancy programming.,2
1188,morons letting everyone know screwed things people ai.,0
1189,someone comment section ai,2
1190,tell chat gpt give prompt every 10 minutes explain chose prompt putcome prompt is. scary shit. commanding make shit,0
1191,"i’ve putting fingers ears saying la la la la hear anyone talk ai, 5 minutes it’s clear it’s threat humanity. wish hadn’t clicked this.",0
