Unnamed: 0,Comment
3440,"phenomenal interview!  i love you both. thank you.  
tom-what questions would you ask in an interview with ai?"
3441,interdimentional  holagrams...cgi...frequencies  vibration magnetics.... computers ai system alien technology telepathic  emps.. schumann. cern  experiments. on n on all connected matrix simulation portals ..
3443,"well look at nature. it is complex. n ai is the opposite of nature. nature has produced no species that wipes out another forever , faster than they can ever think !"
3446,"what mo said about tom - ""your asset is that you're an intelligent person who understands the concept deeply and asks the right questions"" - is literally the perfect description of tom in his podcasts."
3448," narcissistic or not, he’s smart and asks brilliant questions"
3451,asking the right questions but failing to provide usable answers.. that is not intelligence; that is folly.
3454,"he's good at being the medium between the expert and the layman because he is genuinely curious. he's a bit verbose and  often thinks with his mouth open , though. definitely no linguist :)"
3456,"oh well done, nice suckup! "
3457,"ai learns the same say i learn introvertly , shadow boxing any input to an output :d"
3458,"could we line up ai with an alien mind? guess not, we don't know an alien mind. a monkey? no let's use the best we have, the men's one....
how else then menlike ai can be?"
3459,"what if the dataset of ai gets enlarged through the internet (/of things), and in the process gets senses through all the measurement equipment available? traffic cameras, weather stations, cellphone towers, radar, xray, infrared, lhc, etc. what if it could verify information in real time and conduct experiments?"
3463,"makes more sense to have more kids. if such an insurmountable problem, we will need as many potentials of the future brains to solve it. "
3464,"i  think that eventually, after a.i becomes bored with humans, it will begin to challenge it self in a scenario, where one intelligence of a.i will challenge another. this might then result in different  a.i intelligent systems, combating each other."
3465,"ai would not be bored, because it's ai. it works on whatever objective it is given."
