,comments,predictions
1005,"love work. subscribed long ago hope well. would like see interview japanese leaders, businessmen, consumers.",positive
1006,perfect thank,positive
1007,watch hundreds podcasts definitely memorable life changing. incredible man.,positive
1008,"moment android able provide human sex experience, entitled, selfish, hypergamous women. good luck figuring life without men, much success endeavour.",positive
1009,ai sex robots curing loneliness got biggest sell bogus claim ever heard. feel like guy losing alot credibility.,negative
1010,"deep existential, thank raising alarm!",positive
1011,"idk this, listened believe intelligent rhetoric started going rails one. good chance within next 50-100 years ai still developed enough complete even basic tasks idea computers going take world believable.",positive
1012,"loved silicon chips carbon reference. life. whole computation based one dimensional choice yes no. life takes decisions three dimensions. inner realm life, fourth , fifth even higher dimensions --- 'deep thoughts'",positive
1013,love it. intelligence good. type mindset leaders worry. history speaks using negatively. prefer positive. believe aligning evolution force.,positive
1014,"unplug damn computers, ai systems stop worrying. without electrical power source none stuff work. wires cut etc. remember hal 9000?",negative
1015,"can't stop ai development anyone it. even ban ai us/europe, china/russia still gonna it. late. can't stop idea.",negative
1016,"fantastic chat, thank team!",positive
1017,"scaremongering ai truly benefit handful elites first, like every new technological breakthrough history",positive
1018,"live grid, learn become self-sufficient. purge materialist things, false idols, come back basic. let lovers world doom themselves. bible real prophecy taking places. god played with! every nations knees.",positive
1019,"amazing video, great work",positive
1020,thanks honesty. great compassion humanity.,positive
1021,wow incredibly high quality. thank,positive
1022,"answer complexities problems simplistic, love oneself everyone around you. emotional intelligence (ei) instead artificial intelligence (ai), compassion (mc2) - expanding positivity light within us take action evolve humanity.",positive
1023,way mo arctilluates speaks fantastic!,positive
1024,"egyptian proud mo ! thank you, steven, amazing episode - program like free amazing collage.",positive
1025,say dangerous say fear ai dangerous. intelligent artificial intelligence would respond hostility almost soon came online seen fear patterns.,positive
1026,"brilliant interview. thank this. definitely sharing family. information important us. summary, robot iq ten times smarter einstein 1600 possibly best interest heart. also said future could possibly could hidding themvery scary!",positive
1027,"thanks lot video!! great content, lot think on!",positive
1028,"great content thank breaking down!! even current crypt0 dip, i'm happy smile back portfolio $56,700 made weekly trade within short period.",positive
1029,"personalised gpt agent, ai adapts personality. basically ai replica version travel internet things behalf.",positive
1030,"biggest pile garbage ever. ai hype. stage nowhere near self awareness emotions etc many programmers confirmed this. stop marketing ploys, making money mate gawdat. ai today like vr 90s",negative
1031,awesome interview. machine learning engineer found peace mind listening this. thank making these.,positive
1032,"absolutely love conversation. much loved first one guys cried, laughed, best part feel empowered mission humanity ""to change want see world"" empower others change want",positive
1033,apart ai chinese ppl make also components mobiles computers 2 combined extremely dangerous mean killing ppl fake food & tourists go,negative
